,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,Division
0,2000,Alabama,USA,4447100,16.1,27.54,447,34135,85100,24.8,70.29,25.86,1.71,0.49,0.7,0.02,0.88,0.06,255910,7585,4583,1.79,2.96,0,0,0,State
1,2001,Alabama,USA,4447100,16.1,27.54,447,34135,85100,24.8,70.29,25.86,1.71,0.49,0.7,0.02,0.88,0.06,486061,20828,10106,2.08,4.29,0,0,0,State
2,2002,Alabama,USA,4447100,16.1,27.54,447,34135,85100,24.8,70.29,25.86,1.71,0.49,0.7,0.02,0.88,0.06,495329,21070,9603,1.94,4.25,0,0,0,State
3,2003,Alabama,USA,4447100,16.1,27.54,447,34135,85100,24.8,70.29,25.86,1.71,0.49,0.7,0.02,0.88,0.06,456138,15750,7379,1.62,3.45,0,0,0,State
4,2004,Alabama,USA,4447100,16.1,27.54,447,34135,85100,24.8,70.29,25.86,1.71,0.49,0.7,0.02,0.88,0.06,446058,13508,6170,1.38,3.03,0,0,0,State
5,2005,Alabama,USA,4633360,12.86,29.24,621,41216,111900,29.3,68.5,26.01,2.81,0.46,1,0.03,1.1,0.08,449922,15426,8300,1.84,3.43,0,0,0,State
6,2006,Alabama,USA,4633360,12.86,29.24,621,41216,111900,29.3,68.5,26.01,2.81,0.46,1,0.03,1.1,0.08,508148,20196,10882,2.14,3.97,0,0,0,State
7,2007,Alabama,USA,4633360,12.86,29.24,621,41216,111900,29.3,68.5,26.01,2.81,0.46,1,0.03,1.1,0.08,537224,17688,9322,1.74,3.29,0,0,0,State
8,2008,Alabama,USA,4633360,12.86,29.24,621,41216,111900,29.3,68.5,26.01,2.81,0.46,1,0.03,1.1,0.08,546421,17888,10866,1.99,3.27,0,0,0,State
9,2009,Alabama,USA,4633360,12.86,29.24,621,41216,111900,29.3,68.5,26.01,2.81,0.46,1,0.03,1.1,0.08,555619,16049,9687,1.74,2.89,0,0,0,State
10,2010,Alabama,USA,4779736,13.91,30.32,691,43160,122300,30.9,67.04,26.04,3.88,0.54,1.11,0.04,1.26,0.08,564817,15061,9771,1.73,2.67,0,0,0,State
11,2011,Alabama,USA,4830620,14.46,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,573419,16637,10670,1.86,2.9,0,0,0,State
12,2012,Alabama,USA,4830620,14.46,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,582021,20797,11424,1.96,3.57,0,0,0,State
13,2013,Alabama,USA,4830620,14.46,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,590623,22873,11379,1.93,3.87,0,0,0,State
14,2014,Alabama,USA,4830620,14.46,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,599224,22778,10104,1.69,3.8,0,0,0,State
15,2015,Alabama,USA,4830620,14.46,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,607826,22507,10929,1.8,3.7,0,0,0,State
16,2016,Alabama,USA,4830620,14.46,31.34,717,43623,125500,30.5,66.35,26.29,4.01,0.46,1.22,0.03,1.53,0.12,616428,24294,11213,1.82,3.94,0,0,0,State
0,2000,Georgia,USA,8186453,12.99,32.5,613,42433,111200,24.9,62.65,28.48,5.32,0.22,2.1,0.04,1.07,0.14,435665,73939,24718,5.67,16.97,0,0,0,State
1,2001,Georgia,USA,8186453,12.99,32.5,613,42433,111200,24.9,62.65,28.48,5.32,0.22,2.1,0.04,1.07,0.14,734181,142770,35966,4.9,19.45,0,0,0,State
2,2002,Georgia,USA,8186453,12.99,32.5,613,42433,111200,24.9,62.65,28.48,5.32,0.22,2.1,0.04,1.07,0.14,786206,154809,42029,5.35,19.69,0,0,0,State
3,2003,Georgia,USA,8186453,12.99,32.5,613,42433,111200,24.9,62.65,28.48,5.32,0.22,2.1,0.04,1.07,0.14,858008,178557,49775,5.8,20.81,0,0,0,State
4,2004,Georgia,USA,8186453,12.99,32.5,613,42433,111200,24.9,62.65,28.48,5.32,0.22,2.1,0.04,1.07,0.14,844944,180423,47468,5.62,21.35,0,0,0,State
5,2005,Georgia,USA,9497667,11.41,32.48,787,49466,160100,30,58.37,29.4,7.74,0.21,2.81,0.04,1.14,0.3,930383,189141,57347,6.16,20.33,0,0,0,State
6,2006,Georgia,USA,9497667,11.41,32.48,787,49466,160100,30,58.37,29.4,7.74,0.21,2.81,0.04,1.14,0.3,925856,192719,58126,6.28,20.82,0,0,0,State
7,2007,Georgia,USA,9497667,11.41,32.48,787,49466,160100,30,58.37,29.4,7.74,0.21,2.81,0.04,1.14,0.3,906619,203571,64462,7.11,22.45,0,0,0,State
8,2008,Georgia,USA,9497667,11.41,32.48,787,49466,160100,30,58.37,29.4,7.74,0.21,2.81,0.04,1.14,0.3,922030,204662,62583,6.79,22.2,0,0,0,State
9,2009,Georgia,USA,9497667,11.41,32.48,787,49466,160100,30,58.37,29.4,7.74,0.21,2.81,0.04,1.14,0.3,939964,185344,64301,6.84,19.72,0,0,0,State
10,2010,Georgia,USA,9687653,13.35,34.34,849,49604,156400,31.7,55.88,30.05,8.81,0.22,3.22,0.05,1.57,0.2,1003699,201247,71956,7.17,20.05,0,0,0,State
11,2011,Georgia,USA,10006693,14.16,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,993724,202194,75330,7.58,20.35,0,0,0,State
12,2012,Georgia,USA,10006693,14.16,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,1012013,198972,73039,7.22,19.66,0,0,0,State
13,2013,Georgia,USA,10006693,14.16,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,1065945,185690,58931,5.53,17.42,0,0,0,State
14,2014,Georgia,USA,10006693,14.16,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,1117307,205725,58957,5.28,18.41,0,0,0,State
15,2015,Georgia,USA,10006693,14.16,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,1163862,206556,61833,5.31,17.75,0,0,0,State
16,2016,Georgia,USA,10006693,14.16,36.67,879,49620,148100,31.3,54.57,30.52,9.15,0.18,3.58,0.04,1.73,0.23,1208418,203212,56963,4.71,16.82,0,0,0,State
0,2000,Hawaii,USA,1211537,10.7,43.49,779,49820,272700,27.2,22.87,1.72,7.24,0.21,40.79,8.95,18.05,0.17,175353,379,377,0.21,0.22,1,0,0,State
1,2001,Hawaii,USA,1211537,10.7,43.49,779,49820,272700,27.2,22.87,1.72,7.24,0.21,40.79,8.95,18.05,0.17,46272,211,210,0.45,0.46,1,0,0,State
2,2002,Hawaii,USA,1211537,10.7,43.49,779,49820,272700,27.2,22.87,1.72,7.24,0.21,40.79,8.95,18.05,0.17,47353,216,211,0.45,0.46,1,0,0,State
3,2003,Hawaii,USA,1211537,10.7,43.49,779,49820,272700,27.2,22.87,1.72,7.24,0.21,40.79,8.95,18.05,0.17,48433,221,177,0.37,0.46,1,0,0,State
4,2004,Hawaii,USA,1211537,10.7,43.49,779,49820,272700,27.2,22.87,1.72,7.24,0.21,40.79,8.95,18.05,0.17,49514,271,217,0.44,0.55,1,0,0,State
5,2005,Hawaii,USA,1280241,6.79,41.91,1221,64661,521500,32,24.82,2.32,8.64,0.2,37.57,8.38,17.91,0.17,50594,218,166,0.33,0.43,1,0,0,State
6,2006,Hawaii,USA,1280241,6.79,41.91,1221,64661,521500,32,24.82,2.32,8.64,0.2,37.57,8.38,17.91,0.17,29989,82,61,0.2,0.27,1,0,0,State
7,2007,Hawaii,USA,1280241,6.79,41.91,1221,64661,521500,32,24.82,2.32,8.64,0.2,37.57,8.38,17.91,0.17,30533,93,92,0.3,0.3,1,0,0,State
8,2008,Hawaii,USA,1280241,6.79,41.91,1221,64661,521500,32,24.82,2.32,8.64,0.2,37.57,8.38,17.91,0.17,31077,57,51,0.16,0.18,1,0,0,State
9,2009,Hawaii,USA,1280241,6.79,41.91,1221,64661,521500,32,24.82,2.32,8.64,0.2,37.57,8.38,17.91,0.17,136084,753,746,0.55,0.55,1,0,0,State
10,2010,Hawaii,USA,1360301,7.62,42.31,1354,67492,517000,33.3,22.74,1.46,8.88,0.21,37.73,9.43,19.41,0.14,68,0,0,0,0,1,0,0,State
11,2011,Hawaii,USA,1406299,7.73,43.1,1438,69515,515300,33.4,22.89,1.9,9.9,0.15,36.78,9.06,19.2,0.11,68,0,0,0,0,1,0,0,State
12,2012,Hawaii,USA,1406299,7.73,43.1,1438,69515,515300,33.4,22.89,1.9,9.9,0.15,36.78,9.06,19.2,0.11,67,0,0,0,0,1,0,0,State
13,2013,Hawaii,USA,1406299,7.73,43.1,1438,69515,515300,33.4,22.89,1.9,9.9,0.15,36.78,9.06,19.2,0.11,139821,941,914,0.65,0.67,1,0,0,State
14,2014,Hawaii,USA,1406299,7.73,43.1,1438,69515,515300,33.4,22.89,1.9,9.9,0.15,36.78,9.06,19.2,0.11,164633,854,800,0.49,0.52,1,0,0,State
15,2015,Hawaii,USA,1406299,7.73,43.1,1438,69515,515300,33.4,22.89,1.9,9.9,0.15,36.78,9.06,19.2,0.11,49081,257,195,0.4,0.52,1,0,0,State
16,2016,Hawaii,USA,1406299,7.73,43.1,1438,69515,515300,33.4,22.89,1.9,9.9,0.15,36.78,9.06,19.2,0.11,49552,263,201,0.41,0.53,1,0,0,State
0,2000,Iowa,USA,2926324,9.13,27.66,470,39469,82500,23.2,92.62,2.08,2.82,0.27,1.24,0.03,0.87,0.07,92469,276,270,0.29,0.3,0,0,0,State
1,2001,Iowa,USA,2926324,9.13,27.66,470,39469,82500,23.2,92.62,2.08,2.82,0.27,1.24,0.03,0.87,0.07,309675,10216,6848,2.21,3.3,0,0,0,State
2,2002,Iowa,USA,2926324,9.13,27.66,470,39469,82500,23.2,92.62,2.08,2.82,0.27,1.24,0.03,0.87,0.07,311766,12093,8038,2.58,3.88,0,0,0,State
3,2003,Iowa,USA,2926324,9.13,27.66,470,39469,82500,23.2,92.62,2.08,2.82,0.27,1.24,0.03,0.87,0.07,313857,11396,7591,2.42,3.63,0,0,0,State
4,2004,Iowa,USA,2926324,9.13,27.66,470,39469,82500,23.2,92.62,2.08,2.82,0.27,1.24,0.03,0.87,0.07,315948,13451,8251,2.61,4.26,0,0,0,State
5,2005,Iowa,USA,2978880,7.28,27.1,607,48052,115800,27.1,90.4,2.39,4.1,0.25,1.56,0.03,1.19,0.09,318039,15109,8836,2.78,4.75,0,0,0,State
6,2006,Iowa,USA,2978880,7.28,27.1,607,48052,115800,27.1,90.4,2.39,4.1,0.25,1.56,0.03,1.19,0.09,320129,15110,9210,2.88,4.72,0,0,0,State
7,2007,Iowa,USA,2978880,7.28,27.1,607,48052,115800,27.1,90.4,2.39,4.1,0.25,1.56,0.03,1.19,0.09,327147,12781,8242,2.52,3.91,0,0,0,State
8,2008,Iowa,USA,2978880,7.28,27.1,607,48052,115800,27.1,90.4,2.39,4.1,0.25,1.56,0.03,1.19,0.09,329413,11754,8228,2.5,3.57,0,0,0,State
9,2009,Iowa,USA,2978880,7.28,27.1,607,48052,115800,27.1,90.4,2.39,4.1,0.25,1.56,0.03,1.19,0.09,331681,11647,7820,2.36,3.51,0,0,0,State
10,2010,Iowa,USA,3046355,7.93,27.91,655,51129,123000,27.8,88.67,2.85,4.97,0.28,1.73,0.06,1.37,0.07,313837,8932,5786,1.84,2.85,0,0,0,State
11,2011,Iowa,USA,3093526,8.06,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,318742,9722,5390,1.69,3.05,0,0,0,State
12,2012,Iowa,USA,3093526,8.06,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,323645,10589,5884,1.82,3.27,0,0,0,State
13,2013,Iowa,USA,3093526,8.06,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,328550,11120,5955,1.81,3.38,0,0,0,State
14,2014,Iowa,USA,3093526,8.06,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,354865,12835,6834,1.93,3.62,0,0,0,State
15,2015,Iowa,USA,3093526,8.06,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,360094,13943,7282,2.02,3.87,0,0,0,State
16,2016,Iowa,USA,3093526,8.06,28.52,697,53183,129200,27.5,87.4,3.09,5.44,0.27,2.02,0.06,1.65,0.08,365324,14520,7358,2.01,3.97,0,0,0,State
0,2000,Idaho,USA,1293953,11.77,27.61,515,37572,106300,25.3,88.05,0.38,7.86,1.22,0.9,0.09,1.41,0.09,81388,712,656,0.81,0.87,1,0,0,State
1,2001,Idaho,USA,1293953,11.77,27.61,515,37572,106300,25.3,88.05,0.38,7.86,1.22,0.9,0.09,1.41,0.09,120559,1449,1178,0.98,1.2,1,0,0,State
2,2002,Idaho,USA,1293953,11.77,27.61,515,37572,106300,25.3,88.05,0.38,7.86,1.22,0.9,0.09,1.41,0.09,127636,2071,1250,0.98,1.62,1,0,0,State
3,2003,Idaho,USA,1293953,11.77,27.61,515,37572,106300,25.3,88.05,0.38,7.86,1.22,0.9,0.09,1.41,0.09,140067,2273,1424,1.02,1.62,1,0,0,State
4,2004,Idaho,USA,1293953,11.77,27.61,515,37572,106300,25.3,88.05,0.38,7.86,1.22,0.9,0.09,1.41,0.09,140842,2635,1663,1.18,1.87,1,0,0,State
5,2005,Idaho,USA,1492573,9.54,28.75,674,46183,166700,27.9,85.21,0.55,10.05,1.02,1.09,0.11,1.88,0.09,145197,3006,1978,1.36,2.07,1,0,0,State
6,2006,Idaho,USA,1492573,9.54,28.75,674,46183,166700,27.9,85.21,0.55,10.05,1.02,1.09,0.11,1.88,0.09,149551,2479,2137,1.43,1.66,1,0,0,State
7,2007,Idaho,USA,1492573,9.54,28.75,674,46183,166700,27.9,85.21,0.55,10.05,1.02,1.09,0.11,1.88,0.09,153906,1998,1818,1.18,1.3,1,0,0,State
8,2008,Idaho,USA,1492573,9.54,28.75,674,46183,166700,27.9,85.21,0.55,10.05,1.02,1.09,0.11,1.88,0.09,158260,2193,1670,1.06,1.39,1,0,0,State
9,2009,Idaho,USA,1492573,9.54,28.75,674,46183,166700,27.9,85.21,0.55,10.05,1.02,1.09,0.11,1.88,0.09,153186,2073,1409,0.92,1.35,1,0,0,State
10,2010,Idaho,USA,1567582,10.88,30.12,720,47015,167100,29.6,83.97,0.57,11.22,1.12,1.18,0.14,1.71,0.1,157332,2174,1382,0.88,1.38,1,0,0,State
11,2011,Idaho,USA,1616547,10.88,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,161595,2355,1474,0.91,1.46,1,0,0,State
12,2012,Idaho,USA,1616547,10.88,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,165859,2269,1405,0.85,1.37,1,0,0,State
13,2013,Idaho,USA,1616547,10.88,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,180504,2484,1394,0.77,1.38,1,0,0,State
14,2014,Idaho,USA,1616547,10.88,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,185016,2325,1334,0.72,1.26,1,0,0,State
15,2015,Idaho,USA,1616547,10.88,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,178597,2137,1322,0.74,1.2,1,0,0,State
16,2016,Idaho,USA,1616547,10.88,31.13,743,47583,162900,29.4,83.05,0.58,11.83,1.07,1.27,0.11,2.01,0.07,182896,2037,1107,0.61,1.11,1,0,0,State
0,2000,Illinois,USA,12419293,10.68,32.73,605,46590,130800,24.4,67.83,14.95,12.32,0.15,3.38,0.03,1.24,0.11,1146815,47899,6425,0.56,4.18,0,0,0,State
1,2001,Illinois,USA,12419293,10.68,32.73,605,46590,130800,24.4,67.83,14.95,12.32,0.15,3.38,0.03,1.24,0.11,1470911,66034,15271,1.04,4.49,0,0,0,State
2,2002,Illinois,USA,12419293,10.68,32.73,605,46590,130800,24.4,67.83,14.95,12.32,0.15,3.38,0.03,1.24,0.11,1509329,64431,14421,0.96,4.27,0,0,0,State
3,2003,Illinois,USA,12419293,10.68,32.73,605,46590,130800,24.4,67.83,14.95,12.32,0.15,3.38,0.03,1.24,0.11,1522411,62652,15393,1.01,4.12,0,0,0,State
4,2004,Illinois,USA,12419293,10.68,32.73,605,46590,130800,24.4,67.83,14.95,12.32,0.15,3.38,0.03,1.24,0.11,1523067,64124,16788,1.1,4.21,0,0,0,State
5,2005,Illinois,USA,12785043,9.14,30.67,813,55222,200400,29.9,65.16,14.52,14.65,0.12,4.18,0.02,1.15,0.21,1530072,58621,18300,1.2,3.83,0,0,0,State
6,2006,Illinois,USA,12785043,9.14,30.67,813,55222,200400,29.9,65.16,14.52,14.65,0.12,4.18,0.02,1.15,0.21,1529168,56952,29248,1.91,3.72,0,0,0,State
7,2007,Illinois,USA,12785043,9.14,30.67,813,55222,200400,29.9,65.16,14.52,14.65,0.12,4.18,0.02,1.15,0.21,1536148,61237,30392,1.98,3.99,0,0,0,State
8,2008,Illinois,USA,12785043,9.14,30.67,813,55222,200400,29.9,65.16,14.52,14.65,0.12,4.18,0.02,1.15,0.21,1543128,65661,33012,2.14,4.26,0,0,0,State
9,2009,Illinois,USA,12785043,9.14,30.67,813,55222,200400,29.9,65.16,14.52,14.65,0.12,4.18,0.02,1.15,0.21,1544060,67548,34889,2.26,4.37,0,0,0,State
10,2010,Illinois,USA,12830632,10.01,32.53,877,56853,190800,30.8,63.66,14.29,15.8,0.15,4.52,0.02,1.43,0.12,1555442,66715,33719,2.17,4.29,0,0,0,State
11,2011,Illinois,USA,12873761,10.48,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,1578305,68688,33949,2.15,4.35,0,0,0,State
12,2012,Illinois,USA,12873761,10.48,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,1599539,67758,34854,2.18,4.24,0,0,0,State
13,2013,Illinois,USA,12873761,10.48,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,1631856,66096,32654,2,4.05,0,0,0,State
14,2014,Illinois,USA,12873761,10.48,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,1627897,62640,30472,1.87,3.85,0,0,0,State
15,2015,Illinois,USA,12873761,10.48,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,1644752,60228,28237,1.72,3.66,0,0,0,State
16,2016,Illinois,USA,12873761,10.48,33.61,907,57574,173800,30.3,62.47,14.13,16.49,0.11,4.98,0.02,1.67,0.14,1671051,56948,26453,1.58,3.41,0,0,0,State
0,2000,Indiana,USA,6080485,9.49,28.56,521,41567,94300,23.9,85.84,8.31,3.53,0.22,0.96,0.03,1.01,0.1,222072,7000,6370,2.87,3.15,0,0,0,State
1,2001,Indiana,USA,6080485,9.49,28.56,521,41567,94300,23.9,85.84,8.31,3.53,0.22,0.96,0.03,1.01,0.1,468860,28910,19248,4.11,6.17,0,0,0,State
2,2002,Indiana,USA,6080485,9.49,28.56,521,41567,94300,23.9,85.84,8.31,3.53,0.22,0.96,0.03,1.01,0.1,594051,52777,26529,4.47,8.88,0,0,0,State
3,2003,Indiana,USA,6080485,9.49,28.56,521,41567,94300,23.9,85.84,8.31,3.53,0.22,0.96,0.03,1.01,0.1,597514,56744,28105,4.7,9.5,0,0,0,State
4,2004,Indiana,USA,6080485,9.49,28.56,521,41567,94300,23.9,85.84,8.31,3.53,0.22,0.96,0.03,1.01,0.1,618317,58299,32603,5.27,9.43,0,0,0,State
5,2005,Indiana,USA,6342469,9.52,28.51,671,47465,120200,29,83.23,8.56,5.07,0.19,1.33,0.02,1.44,0.17,625291,62056,33329,5.33,9.92,0,0,0,State
6,2006,Indiana,USA,6342469,9.52,28.51,671,47465,120200,29,83.23,8.56,5.07,0.19,1.33,0.02,1.44,0.17,624740,61014,31983,5.12,9.77,0,0,0,State
7,2007,Indiana,USA,6342469,9.52,28.51,671,47465,120200,29,83.23,8.56,5.07,0.19,1.33,0.02,1.44,0.17,574662,54552,27189,4.73,9.49,0,0,0,State
8,2008,Indiana,USA,6342469,9.52,28.51,671,47465,120200,29,83.23,8.56,5.07,0.19,1.33,0.02,1.44,0.17,581082,53463,27638,4.76,9.2,0,0,0,State
9,2009,Indiana,USA,6342469,9.52,28.51,671,47465,120200,29,83.23,8.56,5.07,0.19,1.33,0.02,1.44,0.17,590786,52428,28423,4.81,8.87,0,0,0,State
10,2010,Indiana,USA,6483802,10.64,30.14,719,48374,123400,29.9,81.53,8.98,6.01,0.22,1.56,0.03,1.53,0.13,678685,55696,30638,4.51,8.21,0,0,0,State
11,2011,Indiana,USA,6568645,11.11,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,690317,60550,33475,4.85,8.77,0,0,0,State
12,2012,Indiana,USA,6568645,11.11,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,717232,61517,33745,4.7,8.58,0,0,0,State
13,2013,Indiana,USA,6568645,11.11,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,738117,62046,32697,4.43,8.41,0,0,0,State
14,2014,Indiana,USA,6568645,11.11,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,752501,62479,31883,4.24,8.3,0,0,0,State
15,2015,Indiana,USA,6568645,11.11,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,743520,57653,29262,3.94,7.75,0,0,0,State
16,2016,Indiana,USA,6568645,11.11,31,745,49255,124200,29.8,80.51,9.05,6.41,0.18,1.84,0.03,1.85,0.13,781426,66544,31767,4.07,8.52,0,0,0,State
0,2000,Kansas,USA,2688418,9.9,30.75,498,40624,83500,23.4,83.1,5.63,7,0.83,1.72,0.04,1.58,0.09,167634,3093,2451,1.46,1.85,0,0,0,State
1,2001,Kansas,USA,2688418,9.9,30.75,498,40624,83500,23.4,83.1,5.63,7,0.83,1.72,0.04,1.58,0.09,241425,5287,4369,1.81,2.19,0,0,0,State
2,2002,Kansas,USA,2688418,9.9,30.75,498,40624,83500,23.4,83.1,5.63,7,0.83,1.72,0.04,1.58,0.09,313178,8973,6908,2.21,2.87,0,0,0,State
3,2003,Kansas,USA,2688418,9.9,30.75,498,40624,83500,23.4,83.1,5.63,7,0.83,1.72,0.04,1.58,0.09,316950,8984,6802,2.15,2.83,0,0,0,State
4,2004,Kansas,USA,2688418,9.9,30.75,498,40624,83500,23.4,83.1,5.63,7,0.83,1.72,0.04,1.58,0.09,334941,10734,8316,2.48,3.2,0,0,0,State
5,2005,Kansas,USA,2777835,8.27,30.5,652,48394,118500,27.5,80.56,5.55,8.81,0.7,2.15,0.06,2.09,0.09,338878,13204,9420,2.78,3.9,0,0,0,State
6,2006,Kansas,USA,2777835,8.27,30.5,652,48394,118500,27.5,80.56,5.55,8.81,0.7,2.15,0.06,2.09,0.09,342816,13133,10206,2.98,3.83,0,0,0,State
7,2007,Kansas,USA,2777835,8.27,30.5,652,48394,118500,27.5,80.56,5.55,8.81,0.7,2.15,0.06,2.09,0.09,346755,12558,9846,2.84,3.62,0,0,0,State
8,2008,Kansas,USA,2777835,8.27,30.5,652,48394,118500,27.5,80.56,5.55,8.81,0.7,2.15,0.06,2.09,0.09,350691,12746,10162,2.9,3.63,0,0,0,State
9,2009,Kansas,USA,2777835,8.27,30.5,652,48394,118500,27.5,80.56,5.55,8.81,0.7,2.15,0.06,2.09,0.09,354628,13422,9762,2.75,3.78,0,0,0,State
10,2010,Kansas,USA,2853118,8.93,32.24,715,51273,127400,27.9,78.18,5.7,10.52,0.81,2.35,0.07,2.27,0.1,358567,13553,9453,2.64,3.78,0,0,0,State
11,2011,Kansas,USA,2892987,9.09,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,364076,13363,9665,2.65,3.67,0,0,0,State
12,2012,Kansas,USA,2892987,9.09,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,367801,14313,10063,2.74,3.89,0,0,0,State
13,2013,Kansas,USA,2892987,9.09,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,367052,14180,10466,2.85,3.86,0,0,0,State
14,2014,Kansas,USA,2892987,9.09,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,367774,13344,9788,2.66,3.63,0,0,0,State
15,2015,Kansas,USA,2892987,9.09,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,367061,11204,7774,2.12,3.05,0,0,0,State
16,2016,Kansas,USA,2892987,9.09,33.31,757,52205,132000,27.9,77.04,5.67,11.17,0.7,2.59,0.06,2.7,0.07,372342,12972,8559,2.3,3.48,0,0,0,State
0,2000,Kentucky,USA,4041769,15.82,29.25,445,33672,86700,24,89.27,7.27,1.48,0.2,0.73,0.03,0.93,0.1,304893,14797,11726,3.85,4.85,1,0,0,State
1,2001,Kentucky,USA,4041769,15.82,29.25,445,33672,86700,24,89.27,7.27,1.48,0.2,0.73,0.03,0.93,0.1,353181,20989,14432,4.09,5.94,1,0,0,State
2,2002,Kentucky,USA,4041769,15.82,29.25,445,33672,86700,24,89.27,7.27,1.48,0.2,0.73,0.03,0.93,0.1,409045,26955,15241,3.73,6.59,1,0,0,State
3,2003,Kentucky,USA,4041769,15.82,29.25,445,33672,86700,24,89.27,7.27,1.48,0.2,0.73,0.03,0.93,0.1,411904,29165,15452,3.75,7.08,1,0,0,State
4,2004,Kentucky,USA,4041769,15.82,29.25,445,33672,86700,24,89.27,7.27,1.48,0.2,0.73,0.03,0.93,0.1,395483,27055,15498,3.92,6.84,1,0,0,State
5,2005,Kentucky,USA,4252000,13.36,29.78,584,41197,113100,28.2,87.66,7.44,2.38,0.17,1,0.06,1.19,0.1,381758,27092,15435,4.04,7.1,1,0,0,State
6,2006,Kentucky,USA,4252000,13.36,29.78,584,41197,113100,28.2,87.66,7.44,2.38,0.17,1,0.06,1.19,0.1,383102,27044,15129,3.95,7.06,1,0,0,State
7,2007,Kentucky,USA,4252000,13.36,29.78,584,41197,113100,28.2,87.66,7.44,2.38,0.17,1,0.06,1.19,0.1,372030,25833,14185,3.81,6.94,1,0,0,State
8,2008,Kentucky,USA,4252000,13.36,29.78,584,41197,113100,28.2,87.66,7.44,2.38,0.17,1,0.06,1.19,0.1,366329,24467,13268,3.62,6.68,1,0,0,State
9,2009,Kentucky,USA,4252000,13.36,29.78,584,41197,113100,28.2,87.66,7.44,2.38,0.17,1,0.06,1.19,0.1,319976,19911,10027,3.13,6.22,1,0,0,State
10,2010,Kentucky,USA,4339367,14.15,31.32,638,42610,120000,29.3,86.32,7.68,3.06,0.2,1.11,0.05,1.48,0.11,370880,22590,12731,3.43,6.09,1,0,0,State
